FEN,Eval
4k/1gs1p/r2BR/P2B1/KGS[] b,853
4k/1g2p/rs1BR/P2B1/KGS[] w,873
4k/1g2B/rs2R/P2B1/KGS[P] b,1070
5/1gskp/r2BR/P2B1/KGS[] w,868
5/1gskp/r2BR/P1GB1/K1S[] b,848
5/1gskp/P2BR/3B1/KGS[R] b,1331
1B2k/1gs1p/r2BR/P4/KGS[] b,848
1B2k/1g2p/rs1BR/P4/KGS[] w,868
1B2k/1g2p/rs1BR/PS3/KG[] b,848
1B2k/1g2B/rs2R/P4/KGS[P] b,1065
rB2k/1gs1p/3BR/P4/KGS[] w,858
r3k/+Bgs1p/3BR/P4/KGS[] b,1132
rB2k/1gs1p/4R/P1B2/KGS[] b,838
1bs1k/B1g1p/r3R/PS3/KG[] b,-10
1b2k/Bsg1p/r3R/PS3/KG[] w,10
1b2k/Bsg1p/P3R/1S3/KG[R] b,473
1b2k/Bs1gp/P3R/1S3/KG[R] w,493
1b2k/BsRgp/P3R/1S3/KG[] b,953
1b2k/BsR1p/P3g/1S3/KG[r] w,501
1b2k/BsR1p/P3g/GS3/K[r] b,481
1b2k/Bs2p/P3g/1S3/KGR[r] b,473
1b2k/BsRg1/P3p/1S3/KG[r] w,490
1b+R1k/Bs1g1/P3p/1S3/KG[r] b,756
1b2k/BsRg1/P3p/GS3/K[r] b,470
1b2k/Bs1gp/P3R/RS3/KG[] b,943
4k/Bs1gp/P3R/RS2b/KG[] w,963
4k/Bs1gp/P3R/R3b/KGS[] b,943
4k/Bs1gp/PS2R/R3b/KG[] b,943
1b1gk/Bs2p/P3R/RS3/KG[] w,963
1b1gk/Bs2p/P1S1R/R4/KG[] b,943
1b1gk/1s2p/PB2R/RS3/KG[] b,949
1b3/Bsgkp/P3R/1S3/KG[R] w,488
1b3/Bsgkp/P3R/KS3/1G[R] b,472
5/bsgkp/P3R/KS3/1G[Rb] w,66
R4/bsgkp/P3R/KS3/1G[b] b,532
5/bsgkp/P3R/KS3/1GR[b] b,518
1+B3/1sgkp/P3R/1S3/KG[RB] b,1188
1+B2k/1sg1p/P3R/1S3/KG[RB] w,1213
1+B2k/1sgBp/P3R/1S3/KG[R] b,1624
1+B2k/1sg1p/P3R/1SR2/KG[B] b,1671
1+B3/1sgk1/P3p/1S3/KG[RBr] w,725
5/1s+Bk1/P3p/1S3/KG[GRBr] b,1429
1+B3/1sgk1/P3p/BS3/KG[Rr] b,1131
1b2k/Bsg1p/r1S1R/P4/KG[] b,-10
1b2k/Bs2p/r1g1R/P4/KG[s] w,-985
1b2k/Bs2p/r1R2/P4/KG[Gs] b,-269
1b2k/B3p/r1s2/P4/KG[Gsr] w,-739
1b2k/B3p/r1s2/PG3/KG[sr] b,-771
1b2k/B3p/r1s2/P1G2/KG[sr] b,-771
1b2k/Bs2p/r1R2/Ps3/KG[G] w,146
1b2k/1s2p/rBg1R/P4/KG[s] b,-999
1b2k/1s2p/rB1gR/P4/KG[s] w,-979
1b2k/1s2p/rB1gR/P4/K1G[s] b,-999
1b2k/1s2p/rB1gR/P1G2/K[s] b,-999
1b2k/1s2p/rBg1R/P4/KGs[] w,-584
1b2k/1s2p/rBg1R/P4/K1G[S] b,391
1b1k1/Bsg1p/r1S1R/P4/KG[] w,6
1b1k1/BsgSp/r3R/P4/KG[] b,-14
1b3/Bsgkp/r3R/P4/KG[s] w,-990
1b3/1sgkp/rB2R/P4/KG[s] b,-1004
1b3/Bsgkp/r3R/P4/K1G[s] b,-1010
1b1k1/Bsg1p/r1S1R/PG3/K[] b,-14
1b1k1/Bs1gp/r1S1R/PG3/K[] w,6
1b1k1/Bs1Sp/r3R/PG3/K[G] b,704
1b1k1/Bs1gp/r1S1R/P4/KG[] b,-14
1b1k1/Bs2p/r1g1R/PG3/K[s] w,-989
1b1k1/Bs2p/r1gR1/PG3/K[s] b,-1003
1b1k1/Bs2p/r1G1R/P4/K[Gs] b,-291
1b2k/B1gsp/r3R/PS3/KG[] w,10
1b2k/2gsp/rB2R/PS3/KG[] b,-4
4k/b1gsp/rB2R/PS3/KG[] w,16
4k/b1gsp/rB2R/PSG2/K[] b,-4
4k/b1g1p/rB1sR/PSG2/K[] w,16
4k/b1g1R/rB1s1/PSG2/K[P] b,219
4k/b1g1p/rB1GR/PS3/K[S] b,991
4k/b1gsp/1B2R/rSG2/K[p] w,-207
4k/b1gsp/rBR2/PS3/KG[] b,14
4k/b2sp/rgR2/PS3/KG[b] w,-398
4k/b2sp/rgR2/PS3/K1G[b] b,-418
4k/b2sp/rSR2/P4/KG[Gb] b,300
2s1k/b1g1p/rBR2/PS3/KG[] w,34
2s1k/b1g1p/r1R2/PSB2/KG[] b,14
2s1k/b1g1p/rB3/PS3/KGR[] b,-4
1b2k/2gsp/1B2R/rS3/KG[p] w,-207
1b2k/2gsp/1B2R/GS3/K[Rp] b,245
1bg1k/3sp/1B2R/GS3/K[Rp] w,265
1bgRk/3sp/1B2R/GS3/K[p] b,719
1bg1k/3sp/4R/GS3/K2B[Rp] b,239
1b1pk/2gsp/1B2R/GS3/K[R] w,290
1b1pk/2gsp/4R/GS3/K2B[R] b,264
1b1pk/2gsp/1B2R/GS3/K1R[] b,742
1b2k/B1gsp/R4/PS3/KG[R] b,462
1b1k1/B1gsp/R4/PS3/KG[R] w,478
1b1k1/B1gsp/2R2/PS3/KG[R] b,476
1b2k/B1gsp/2R2/PS3/KG[R] w,500
1b2k/B1gsp/2R2/PS1R1/KG[] b,954
1b2k/2gsp/1BR2/PS3/KG[R] b,486
1b1ks/B1g1p/2R2/PS3/KG[R] w,496
1b1ks/B1g1p/2R2/PS3/K1G[R] b,476
1b1ks/B1g1p/R1R2/PS3/KG[] b,948
1b1k1/B1gsp/R4/PS2R/KG[] b,928
1b1k1/B2sp/R2g1/PS2R/KG[] w,948
1B1k1/3sp/R2g1/PS2R/KG[B] b,1354
1b1k1/B2sp/1R1g1/PS2R/KG[] b,934
1b1k1/B1g1p/R2s1/PS2R/KG[] w,948
1b1k1/2g1p/R2s1/PS2R/KG1B[] b,928
1+B1k1/2g1p/R2s1/PS2R/KG[B] b,1648
1bg1k/B2sp/R4/PS3/KG[R] w,482
1bg1k/B2sp/R4/PS3/K1G[R] b,462
2g1k/b2sp/R4/PS3/K1G[Rb] w,56
1Rg1k/b2sp/R4/PS3/K1G[b] b,510
2g1k/b2sp/R4/PS3/KG[Rb] b,36
1bg1k/B2s1/R3p/PS3/K1G[R] w,471
1bg1k/B2sR/R3p/PS3/K1G[] b,923
1bgRk/B2s1/R3p/PS3/K1G[] b,925
1bg1k/3sp/RB3/PS3/KG[R] b,468
1bg1k/4p/RBs2/PS3/KG[R] w,488
1bg+Bk/4p/R1s2/PS3/KG[R] b,756
1bg1k/4p/RBs2/PSG2/K[R] b,468
1b1gk/3sp/RB3/PS3/KG[R] w,488
+Rb1gk/3sp/1B3/PS3/KG[R] b,772
1b1gk/R2sp/1B3/PS3/KG[R] b,468
1b1gk/1s2p/2r1R/P4/KGSB[] w,-8
1b1gk/1s2p/1Br1R/P4/KGS[] b,-22
1b1gk/1s2p/1B2R/P4/KG+r[s] w,-1273
1b1gk/1s2p/4R/P4/KG+rB[s] b,-1299
1b1gk/1s1sp/4R/P4/KG+rB[] w,-884
1b1gk/1s1sp/1B2R/P4/KG+r[] b,-898
1b1gk/1s1sp/1B2R/P4/K+r[g] w,-1594
1b1gk/1s1sp/1B2R/P4/KG1+r[] w,-876
1b1Bk/1s1sp/4R/P4/KG1+r[G] b,-184
1b1Bk/3sp/s3R/P4/KG1+r[G] w,-164
1b1Bk/3sp/s4/P3R/KG1+r[G] b,-186
1b1Bk/3sp/s3R/P3G/KG1+r[] b,-196
1b1Bk/1s1sp/4R/P2+r1/KG[G] w,-166
1b1Bk/1s1sp/1R3/P2+r1/KG[G] b,-180
1b1Bk/Gs1sp/4R/P2+r1/KG[] b,-198
1b1gk/1s1sp/1B2R/PK3/1G1+r[] b,-891
3gk/bs1sp/1B2R/PK3/1G1+r[] w,-871
3gk/bsBsp/4R/PK3/1G1+r[] b,-891
3gk/bs1sp/1B2R/PKG2/3+r[] b,-891
1b1gk/3sp/sB2R/PK3/1G1+r[] w,-871
1b1gk/1s1sp/4R/P1B2/KG+r[] b,-898
1b1gk/3sp/1s2R/P1B2/KG+r[] w,-878
1b1gk/3sp/1s2R/P1B2/K1G[R] b,-132
1b2k/2gsp/1s2R/P1B2/K1G[R] w,-112
1b2k/2gsp/1s2R/P1BG1/K[R] b,-132
1b2k/R1gsp/1s2R/P1B2/K1G[] b,340
1b1gk/4p/1s1sR/P1B2/K1G[R] w,-112
1b1gk/4p/Rs1sR/P1B2/K1G[] b,340
1b1gk/4p/1s1sR/P1B2/K1G1R[] b,350
1b1gk/3sp/1s2R/P4/KG+rB[] b,-904
1b1gk/3s1/1s2p/P4/KG+rB[r] w,-1367
1b1gk/3s1/1s2p/P3B/KG+r[r] b,-1387
1b1gk/s2sp/4R/P4/KG+rB[] w,-884
1b1gk/s2sp/4R/P3B/KG+r[] b,-904
3gk/bs1sp/4R/P1B2/KG+r[] w,-878
3gk/bs1sp/3BR/P4/KG+r[] b,-898
1b1gk/1s1sp/3BR/P4/KG+r[] w,-878
1b1gk/1s1sp/P2BR/5/KG+r[] b,-887
3gk/bs1sp/3BR/P+r3/KG[] w,-878
3gk/bs1sp/3BR/PK3/1G[R] b,-127
1b1gk/4p/s3R/P4/KG+rB[s] w,-1279
1b1gk/1s2p/1B2R/P4/K1G[Rs] b,-527
1b1g1/1s1kp/1B2R/P4/K1G[Rs] w,-512
1b1g1/1s1kp/1B2R/P1R2/K1G[s] b,-54
1b1g1/1s1kp/1B1sR/P1R2/K1G[] w,361
1b1g1/1s1kp/1B1sR/P1R2/1KG[] b,345
3g1/bs1kp/1B1sR/P1R2/1KG[] w,365
3g1/bs1kp/1B1sR/PKR2/2G[] b,346
3g1/bs1kp/1B1sR/P1R2/1K1G[] b,345
3g1/1sbkp/1B1sR/P1R2/1KG[] w,359
3g1/1sbkp/1B1sR/PR3/1KG[] b,335
3g1/1sbkp/1B1R1/P1R2/1KG[S] b,1340
1b1g1/1s1kp/1B1s1/P1R1R/K1G[] b,339
1b1gk/1s2p/1B1s1/P1R1R/K1G[] w,364
1bRgk/1s2p/1B1s1/P3R/K1G[] b,342
1b1gk/1s2p/1B1s1/P1RGR/K[] b,344
1b1g1/1s1kp/1B1RR/P4/K1G[s] b,-54
1b1gk/1s3/1B2p/P4/K1G[Rsr] w,-990
1b1gk/1s3/1B2p/P4/KG[Rsr] b,-1010
3gk/1sb2/1B2p/P4/KG[Rsr] w,-996
3gk/1sb2/1B2p/PK3/1G[Rsr] b,-1011
3gk/1s3/1b2p/PK3/1G[Rsrb] w,-1423
3gk/1s3/1b2p/PK3/1G1R[srb] b,-973
3gk/1s3/1b2p/PK1R1/1G[srb] b,-969
1b1gk/1s3/1B2p/PK3/1G[Rsr] w,-985
1b1gk/1s3/1B2p/PK3/1G1R[sr] b,-535
1b1gk/1s3/1B2p/PK3/1GR[sr] b,-533
2Rgk/1sb2/1B2p/P4/KG[sr] b,-540
2Rgk/2b2/1s2p/P4/KG[srb] w,-952
3Rk/2b2/1s2p/P4/KG[Gsrb] b,-256
1b1gk/1s3/1B2p/P4/KG2s[Rr] w,-595
1b1gk/1s1R1/1B2p/P4/KG2s[r] b,-139
1b1gk/3R1/1Bs1p/P4/KG2s[r] w,-119
1b1Bk/3R1/2s1p/P4/KG2s[Gr] b,573
1b1gk/5/1BsRp/P4/KG2s[r] b,-137
1b1gk/1s1R1/1B2p/P4/KGr1s[] w,-595
1b1gk/1s3/1B1Rp/P4/KGr1s[] b,-613
1b1gk/1s3/1B2p/P4/KGrRs[] b,-621
1b1gk/1s3/4p/P1B2/KG2s[Rr] b,-615
1b1gk/1s3/2r1p/P1B2/KG2s[R] w,-1085
1b1gk/Rs3/2r1p/P1B2/KG2s[] b,-633
1b1gk/1s2B/2r1p/P4/KG2s[R] b,-1111
1brgk/1s3/4p/P1B2/KG2s[R] w,-1067
1brgk/1s2B/4p/P4/KG2s[R] b,-1093
1brgk/Rs3/4p/P1B2/KG2s[] b,-615
1b1gk/1s3/1B2p/P1R2/K1G[sr] b,-532
1b1gk/1s2s/1B2p/P1R2/K1G[r] w,-117
1b1gk/1s2s/1B2p/PR3/K1G[r] b,-141
1bg1k/1s2s/1B2p/PR3/K1G[r] w,-121
1bg1k/1s2s/1B2p/PR1G1/K[r] b,-141
1bg1k/1s2s/1B2p/PR3/1KG[r] b,-137
1b1gk/1s1rs/1B2p/PR3/K1G[] w,-595
1b1gk/1s1rs/1B2p/PRG2/K[] b,-615
1b1Bk/1s1rs/4p/PR3/K1G[G] b,97
1b1gk/1s2s/1B2p/P1R2/KG[r] b,-137
3gk/bs2s/1B2p/P1R2/KG[r] w,-117
3gk/bsB1s/4p/P1R2/KG[r] b,-137
3gk/bs2s/1BR1p/P4/KG[r] b,-125
1b1gk/1s1rs/1B2p/P1R2/KG[] w,-591
1bRgk/1s1rs/1B2p/P4/KG[] b,-613
1b1+Bk/1s1rs/4p/P1R2/KG[G] b,395
1b2k/1s1g1/1B2p/P1R2/K1G[sr] w,-512
1b2k/1s1g1/PB2p/2R2/K1G[sr] b,-521
1b2k/1s1g1/PB2p/2Rs1/K1G[r] w,-106
1b2k/Ps1g1/1B2p/2Rs1/K1G[r] b,-100
1b2k/1s1g1/PB2p/1GRs1/K[r] b,-126
1b2k/3g1/sB2p/2R2/K1G[psr] w,-735
1b2k/2Rg1/sB2p/5/K1G[psr] b,-753
1b2k/3g1/sB2p/3R1/K1G[psr] b,-759
1b2k/1s1g1/1BR1p/P4/K1G[sr] b,-520
1b1gk/1s3/1BR1p/P4/K1G[sr] w,-500
1b1gk/1s3/1BR1p/P4/KG[sr] b,-520
1bRgk/1s3/1B2p/P4/K1G[sr] b,-534
1b2k/1s1g1/1BR1p/P4/K1Gr[s] w,-974
1b2k/1s1g1/1B2p/P1R2/K1Gr[s] b,-1006
1b2k/1s1g1/1BR1p/P4/1KGr[s] b,-990
1brgk/1s2p/1B2R/P4/KGS[] w,16
1brgk/1s2p/PB2R/5/KGS[] b,7
2rgk/1sb1p/PB2R/5/KGS[] w,21
2rgk/1sb1p/PB1R1/5/KGS[] b,7
r2gk/1sb1p/PB1R1/5/KGS[] w,17
r2gk/1sb1p/PB1R1/1K3/1GS[] b,2
r2gk/2b1p/PBsR1/1K3/1GS[] w,22
r2gk/2b1p/PBR2/1K3/1GS[S] b,1009
3gk/rsb1p/PB1R1/1K3/1GS[] w,34
3gk/rsb1p/P2R1/BK3/1GS[] b,8
3gk/rsb1p/PBR2/1K3/1GS[] b,26
r2gk/1sb1p/PBR2/5/KGS[] b,9
r2gk/2b1p/PsR2/5/KGS[b] w,-403
r2gk/2b1p/Ps1R1/5/KGS[b] b,-435
r2gk/2b1p/sBR2/5/KGS[p] w,-205
r2gk/2b1p/sBR2/1S3/KG[p] b,-225
r2gk/2b1p/sB1R1/5/KGS[p] b,-237
2r1k/1sbgp/PB1R1/5/KGS[] w,27
2r1k/1sbgp/P2R1/B4/KGS[] b,1
2rbk/1s1gp/P2R1/B4/KGS[] w,27
2rbk/1s1gp/P4/B4/KGSR[] b,-1
2rbk/1s1gp/P2R1/B1G2/K1S[] b,7
1r2k/1sbgp/P2R1/B4/KGS[] w,23
1r2k/1sbgp/P3R/B4/KGS[] b,-3
1r2k/1sbgp/P2R1/BG3/K1S[] b,3
2r1k/1sbgp/PB3/5/KGSR[] b,-1
1br1k/1s1gp/PB3/5/KGSR[] w,25
1br1k/1s1gp/PB3/3R1/KGS[] b,9
1br1k/1s1gp/PB3/2G2/K1SR[] b,5
2r1k/1sb1p/PB2g/5/KGSR[] w,19
2r1k/1sb1p/P3g/B4/KGSR[] b,-7
2r1k/1sb1p/PB2g/5/KGS1R[] b,11
2rgk/1sb1p/PB3/4R/KGS[] b,-1
2r1k/1sbgp/PB3/4R/KGS[] w,19
2r1k/1sbgp/PB3/5/KGS1R[] b,11
2r1k/1sb1p/PB2g/5/KGS1R[] w,31
2r1k/1sb1p/PB2R/5/KGS[G] b,719
2r1k/1sb1p/PB2g/K4/1GS1R[] b,15
2rbk/1s1gp/PB3/5/KGS1R[] w,37
2rbk/1s1gp/P4/B4/KGS1R[] b,11
2rbk/1sBgp/P4/5/KGS1R[] b,17
2r1k/1sbgp/PB3/3SR/KG[] b,-1
2r1k/1sb1p/PBg2/3SR/KG[] w,19
2r1k/1sb1p/PBg1S/4R/KG[] b,-1
2r1k/1sb1p/P1g2/2BSR/KG[] b,-1
2r1k/1sb1p/PB1g1/3SR/KG[] w,19
2r1k/1sb1p/PB1g1/3S1/KG2R[] b,11
2r1k/Bsb1p/P2g1/3SR/KG[] b,-7
2rgk/1s2p/Pb3/4R/KGS[b] w,-413
2rgk/1s2p/Pb3/3SR/KG[b] b,-433
3gk/1s2p/Pb3/3SR/KG+r[b] w,-707
3gk/1s2p/Pb3/3S1/KG+r1R[b] b,-715
r2gk/1s2p/Pb3/3SR/KG[b] w,-423
r2gk/1s2p/Pb3/3S1/KG2R[b] b,-431
r2gk/1s2R/Pb3/3S1/KG[Pb] b,-218
2rgk/1s2p/Pb3/1K2R/1GS[b] b,-428
2rg1/1s1kp/Pb3/1K2R/1GS[b] w,-413
2rg1/1s1kp/Pb3/1K1SR/1G[b] b,-433
2r1k/1s1gp/Pb3/1K2R/1GS[b] w,-408
2r1k/1s1gR/Pb3/1K3/1GS[Pb] b,-203
2r1k/1s1gp/Pb3/1K1SR/1G[b] b,-428
1b1gk/1s2p/PB2R/5/KG+r[s] w,-1262
1b1gk/1s2p/PBR2/5/KG+r[s] b,-1264
1b1gk/1s2p/PB+r2/5/KG[sr] w,-1748
1b1gk/1s2p/PB+r2/G4/K[sr] b,-1768
1b1gk/1s2p/PB+rr1/G4/K[s] w,-2226
1b1gk/Bs2p/P1+rr1/G4/K[s] b,-2252
sb1gk/4p/PB+r2/G4/K[sr] w,-1748
sb1Bk/4p/P1+r2/G4/K[Gsr] b,-1056
sb1gk/4p/P1+r2/G1B2/K[sr] b,-1768
1b1gk/Ps2p/1B+r2/5/KG[sr] b,-1742
1b1gk/Ps1sp/1B+r2/5/KG[r] w,-1327
1b1gk/Ps1sp/1B+r2/K4/1G[r] b,-1343
1b1gk/PsBsp/2+r2/5/KG[r] b,-1347
1b1gk/Ps2p/1B+r2/s4/KG[r] w,-1327
1b1gk/ss2p/PBR2/5/KG+r[] w,-849
1b1gk/ss2p/PB3/5/KGR[R] b,-121
1b1gk/s3p/Ps3/5/KGR[Rb] w,-533
1b1gk/s3p/Ps3/5/KG2R[Rb] b,-543
1b+Rgk/s3p/Ps3/5/KG[Rb] b,-259
1b2k/ss1gp/PB3/5/KGR[R] w,-101
1b2k/ss1gp/PB3/3R1/KGR[] b,353
1bR1k/ss1gp/PB3/5/KGR[] b,355
1brgk/1s2p/1B2R/P1S2/KG[] b,-4
2rgk/1s2p/1B1bR/P1S2/KG[] w,10
2rgk/1s2p/1B1R1/P1S2/KG[B] b,428
3gk/1sr1p/1B1R1/P1S2/KG[B] w,442
3gk/1sr1p/1B1R1/P1SB1/KG[] b,853
3gk/2r1p/1BsR1/P1SB1/KG[] w,873
3gk/2r1p/1BsRB/P1S2/KG[] b,850
3gk/2r1p/1BsR1/PGSB1/K[] b,853
2rgk/1s2p/1B1R1/P1SB1/KG[] w,879
2rgk/Bs2p/3R1/P1SB1/KG[] b,853
2rgk/1sB1p/3R1/P1SB1/KG[] b,859
3gk/1sr1p/1B2R/P1S2/KG[B] b,416
3gk/1sr2/1B2p/P1S2/KG[Br] w,-47
3gk/1sB2/4p/P1S2/KG[RBr] b,411
3gk/1sr2/1B2p/P1S1B/KG[r] b,359
2sgk/2r1p/1B2R/P1S2/KG[B] w,436
2sgk/2rBp/1B2R/P1S2/KG[] b,847
2sgk/2r1p/1B2R/P1S2/K1G[B] b,416
3gk/1s2p/1B1R1/P1r2/KG[Bs] w,-555
3gk/1s2p/1B1R1/P1G2/K[RBs] b,-95
3gk/1s2p/1B1R1/P1G2/Ks[RB] w,320
3gk/1s2p/1B3/P1G2/Ks1R[RB] b,292
3gk/1s2p/1B1R1/P1G2/Ks2B[R] b,727
3gk/4p/1s1R1/P1G2/K[RBsb] w,-507
3gk/4p/1s1R1/P2G1/K[RBsb] b,-527
3gk/4p/1s1R1/P1G1B/K[Rsb] b,-101
3gk/1s2p/1B1R1/P1r1B/KG[s] b,-149
3gk/1s2p/1B1R1/r3B/KG[ps] w,-344
3gk/1s2p/1B1R1/Pr2B/KG[s] w,-125
3gk/1s2p/3R1/PrB1B/KG[s] b,-145
3+Rk/1s2p/1B3/Pr2B/KG[Gs] b,859
2rgk/1s2R/1B1b1/P1S2/KG[P] b,213
2rgk/1s2p/1B2R/P1S1b/KG[] w,16
2rgk/1s2p/1BR2/P1S1b/KG[] b,14
2rgk/1s2p/1BRb1/P1S2/KG[] w,28
2rgk/1sB1p/2Rb1/P1S2/KG[] b,8
r2gk/1sB1p/2Rb1/P1S2/KG[] w,18
r2gk/1sB1p/1R1b1/P1S2/KG[] b,-14
r+B1gk/1s2p/2Rb1/P1S2/KG[] b,286
2rg1/1sBkp/2Rb1/P1S2/KG[] w,23
2rB1/1s1kp/2Rb1/P1S2/KG[G] b,715
2rg1/1sBkp/2Rb1/PGS2/K[] b,3
2rgk/1s2p/1BRb1/P1S2/K1G[] b,8
2rgk/4p/1Bsb1/P1S2/K1G[r] w,-462
2rgk/4p/1BSb1/P4/K1G[Sr] b,513
2r+Bk/4p/2sb1/P1S2/K1G[Gr] b,524
2rgk/1s3/1BRbp/P1S2/K1G[] w,17
2rgk/1sB2/2Rbp/P1S2/K1G[] b,-3
2Rgk/1s3/1B1bp/P1S2/K1G[R] b,455
1brgk/1s2p/1BR2/P1S2/KG[] w,34
1brgk/1s2p/1BR2/PGS2/K[] b,14
1brg1/1s1kp/1BR2/PGS2/K[] w,29
1brg1/1s1kp/1BR2/P1S2/KG[] b,9
1brg1/1s1kp/1BR2/PG3/KS[] b,9
1brgk/1s3/1BR1p/PGS2/K[] w,23
1brgk/1s3/1B1Rp/PGS2/K[] b,-9
1brgk/1s3/1BRSp/PG3/K[] b,3
1brgk/Bs2p/2R2/P1S2/KG[] b,8
1brgk/B3p/s1R2/P1S2/KG[] w,28
1brgk/B3p/s1R2/P1S2/K1G[] b,8
1brgk/B3p/s1R2/PGS2/K[] b,8
1brgk/B3p/2s2/P1S2/KG[r] w,-462
1brgk/B3p/1Ss2/P4/KG[r] b,-482
1brgk/B3p/2s2/P4/KG1S[r] b,-482
2rgk/1s2R/1B3/P1S1b/KG[P] b,219
2rg1/1s2k/1B3/P1S1b/KG[Pr] w,-237
2rg1/1sB1k/5/P1S1b/KG[Pr] b,-257
2r2/1sg1k/5/P1S1b/KG[Prb] w,-669
2r2/1sg1k/5/PPS1b/KG[rb] b,-706
2r2/1sg1k/1P3/P1S1b/KG[rb] b,-695
r2g1/1sB1k/5/P1S1b/KG[Pr] w,-247
r2g1/1sB1k/5/P3b/KG1S[Pr] b,-267
rB1g1/1s2k/5/P1S1b/KG[Pr] b,-273
2rg1/1s2k/1B3/P1S1b/KGP[r] b,-284
2rg1/1s2k/1B1b1/P1S2/KGP[r] w,-270
2r+B1/1s2k/3b1/P1S2/KGP[Gr] b,716
2rg1/1s2k/1B1b1/PGS2/K1P[r] b,-290
2rg1/4k/1Bs2/P1S1b/KGP[r] w,-264
2rg1/4k/1Bs2/P3b/KGPS[r] b,-284
2rg1/4k/1Bs2/PGS1b/K1P[r] b,-284
1b1gk/1s2p/2r1R/P1S2/KG1B[] b,-28
1b1gk/1s2p/r3R/P1S2/KG1B[] w,10
1b1gk/1s2p/r2SR/P4/KG1B[] b,-10
sb1gk/4p/r2SR/P4/KG1B[] w,10
sb1gk/4p/r2SR/P1B2/KG[] b,-4
sb2k/3gp/r2SR/P1B2/KG[] w,16
sb2k/3gS/r3R/P1B2/KG[P] b,219
sb2k/3gR/r2S1/P1B2/KG[P] b,219
sb2k/4g/r2S1/P1B2/KG[Pr] w,-233
sb2k/1P2g/r2S1/P1B2/KG[r] b,-233
sb2k/4S/r4/P1B2/KG[PGr] b,465
sb1gk/4p/3rR/P1B2/KG[s] w,-985
sb1gk/4p/3rR/PKB2/1G[s] b,-1000
sb1gk/4p/3rR/PKB2/1G2s[] w,-585
sb1gk/4p/P2rR/1KB2/1G2s[] b,-594
sb1gk/4R/3r1/PKB2/1G2s[P] b,-382
sb2k/2g1p/3rR/PKB2/1G[s] w,-980
sb2k/2g1p/3r1/PKB1R/1G[s] b,-1002
sb2k/2g1p/3rR/PK3/1G1B[s] b,-1006
sb1gk/4p/3rR/PGB2/K[s] b,-1005
sb1gk/4p/1r2R/PGB2/K[s] w,-985
sb1gk/4B/1r2R/PG3/K[Ps] b,-788
sb1gk/4p/1r2R/PG3/K2B[s] b,-1011
s2gk/2b1p/3rR/PGB2/K[s] w,-991
s2gk/2b1p/3r1/PGB2/K3R[s] b,-1001
s2gk/2b1p/3BR/PG3/K[Rs] b,-533
sb1gk/4p/P2SR/5/KG1B[R] b,473
1b1gk/1s2p/P2SR/5/KG1B[R] w,493
1b1gk/1s2p/P2S1/5/KG1BR[R] b,483
1b1gk/4p/s2S1/5/KG1BR[Rp] w,269
1bRgk/4p/s2S1/5/KG1BR[p] b,725
1b1gk/4S/s4/5/KG1BR[PRp] b,472
1b1gk/4p/P1sS1/5/KG1BR[R] w,503
1bRgk/4p/P1sS1/5/KG1BR[] b,959
1b1gk/P3p/2sS1/5/KG1BR[R] b,509
1b1gk/1s2p/P2SR/4R/KG1B[] b,943
1b1gk/4p/s2SR/4R/KG1B[p] w,729
1b1gk/4p/s3R/2S1R/KG1B[p] b,709
1b1gk/4p/P1sSR/4R/KG1B[] w,963
1b1gk/4p/P1sSR/1R3/KG1B[] b,947
1b1gk/4p/PBsSR/4R/KG[] b,949
s2gk/2b1p/P2SR/5/KG1B[R] w,487
s2gk/2b1p/P2SR/3R1/KG1B[] b,941
s2gk/4p/P2bR/3R1/KG1B[s] w,-34
s2gk/4p/P2bR/1R3/KG1B[s] b,-54
s2gk/4p/P2bR/4R/KG1B[s] b,-58
s1g1k/2b1p/P2SR/3R1/KG1B[] w,961
s1g1k/2b1p/PB1SR/3R1/KG[] b,947
s2gk/2bSp/P3R/5/KG1B[R] b,467
1b1gk/1s2p/1r1SR/P4/KG1B[] w,4
1b1gk/1sS1p/1r2R/P4/KG1B[] b,-16
1b2k/1sg1p/1r2R/P4/KG1B[s] w,-991
1b2k/1sg1p/1r2R/P3B/KG[s] b,-1011
1bs1k/1sg1p/1r2R/P3B/KG[] w,-596
1bs1k/1sB1p/1r2R/P4/KG[G] b,108
1bs1k/1sg1R/1r3/P3B/KG[P] b,-393
1b2k/1s1gp/1r2R/P3B/KG[s] w,-991
1b2k/1s1gp/1r1BR/P4/KG[s] b,-1005
1+B2k/1s1gp/1r2R/P4/KG[Bs] b,-291
1b2k/1sg1R/1r3/P4/KG1B[Ps] b,-788
1bsgk/2S1p/1r2R/P4/KG1B[] w,4
1bsgk/2S1p/1r3/P4/KG1BR[] b,-6
1bsgk/2S1p/4r/P4/KG1BR[] w,20
1bsgk/2S1p/4r/P3B/KG2R[] b,0
1bsSk/4p/4r/P4/KG1BR[G] b,718
1b1gk/2Ssp/1r3/P4/KG1BR[] w,14
1b1gk/2Ssp/1r3/P1G2/K2BR[] b,-6
1b1gk/2Ssp/1r2R/P4/KG1B[] b,-16
1bsgk/2S1p/1R3/P4/KG1B[R] b,468
1bsg1/2Skp/1R3/P4/KG1B[R] w,483
1bsg1/2Skp/1R3/P3R/KG1B[] b,933
1bsg1/2Skp/PR3/5/KG1B[R] b,474
