FEN,Eval
3gk/rGs1p/2S2/Pr3/KB1B[] b,-104
3gk/rGs1p/3S1/Pr3/KB1B[] b,-104
r2gk/1Gs1p/1r3/P4/KBSB[] w,-98
r2gk/1Gs1p/1r3/P1B2/KBS[] b,-112
r2gk/1Gs1p/r4/P1B2/KBS[] w,-86
r2gk/2s1p/rG3/P1B2/KBS[] b,-106
r2gk/G1s1p/r4/P1B2/KBS[] b,-106
r2g1/1Gskp/1r3/P1B2/KBS[] w,-97
rG1g1/2skp/1r3/P1B2/KBS[] b,-117
r2g1/1Gskp/1r3/P4/KBSB[] b,-123
r2gk/2G1p/1r3/P4/KBSB[S] b,877
r2gk/2G1p/3r1/P4/KBSB[S] w,897
r2gk/B1G1p/3r1/P4/KBS[S] b,877
r2gk/2G1p/3r1/P4/KBSBS[] b,482
r2gk/2G1p/2r2/P4/KBSB[S] w,885
r2gk/2G1p/1Sr2/P4/KBSB[] b,470
r2Gk/4p/2r2/P4/KBSB[GS] b,1583
3gk/2s1p/PrG2/5/KBSB[r] b,375
r2gk/2s1p/PrG2/5/KBSB[] w,-87
r2gk/2s1p/PrG2/B4/K1SB[] b,-107
r2gk/2s1p/r1G2/B4/K1SB[p] w,-315
r2gk/2s1p/r4/B1G2/K1SB[p] b,-335
rs1gk/4p/PrG2/B4/K1SB[] w,-87
rs1gk/4p/PrG2/B3B/K1S[] b,-107
r2gk/2s1p/PrG2/2S2/KB1B[] b,-107
2rgk/2s1p/PrG2/2S2/KB1B[] w,-77
2rgk/2s1p/PrG2/K1S2/1B1B[] b,-93
2rgk/2s1p/PrGS1/5/KB1B[] b,-97
rs1gk/4p/PrG2/2S2/KB1B[] w,-87
rs1gk/4p/PSG2/5/KB1B[R] b,371
rs1gk/P3p/1rG2/2S2/KB1B[] b,-81
3gk/2s1p/r1G2/5/KBSB[pr] w,167
2sgk/2r1p/1rG2/P4/KBSB[] w,-94
2sgk/2G1p/1r3/P4/KBSB[R] b,364
3gk/2s1p/1r3/P4/KBSB[Rg] w,-334
3gk/2s1p/Rr3/P4/KBSB[g] b,118
3gk/2s1p/Rr1g1/P4/KBSB[] w,150
3gk/2s1p/Rr1g1/P1B2/K1SB[] b,136
3gk/2s1p/1R1g1/P4/KBSB[R] b,614
2ggk/2s1p/Rr3/P4/KBSB[] w,150
2ggk/2s1p/Rr3/P1B2/K1SB[] b,136
3gk/2sRp/1r3/P4/KBSB[g] b,122
3gk/1rsRp/5/P4/KBSB[g] w,146
3gk/1rsRp/3B1/P4/K1SB[g] b,132
3gk/1rs1R/5/P4/KBSB[Pg] b,345
1s1gk/3Rp/1r3/P4/KBSB[g] w,142
1s1+Rk/4p/1r3/P4/KBSB[Gg] b,1128
1s1gk/4p/1r1R1/P4/KBSB[g] b,124
2sgk/2G1p/5/P4/KrSB[Rb] w,-38
2sgk/4p/1r1G1/P4/KBSB[r] b,364
r1sgk/4p/1r1G1/P4/KBSB[] w,-98
r1sgk/4p/1r2G/P4/KBSB[] b,-118
2sgk/4p/rr2G/P4/KBSB[] w,-88
2sgk/3Gp/rr3/P4/KBSB[] b,-108
3gk/3sp/rr3/P4/KBSB[g] w,-806
3gk/3sp/rr3/P1B2/K1SB[g] b,-820
3gk/3sp/rr3/P3B/KBS[g] b,-826
2sgk/4p/rB2G/P4/KBS[R] b,376
2sgk/4p/1r2G/P4/KBS[Rb] w,-42
2sgk/4p/1r2G/P4/KBS1R[b] b,420
2sgk/4G/1r3/P4/KBS[PRb] b,161
2s1k/2g1p/rB2G/P4/KBS[R] w,396
2s1k/2g1p/rB2G/P2R1/KBS[] b,850
2s1k/2g1p/PB2G/5/KBS[RR] b,859
r2gk/1s2p/1r2G/P4/KBSB[] w,-98
r2gk/1s2p/1r2G/P3B/KBS[] b,-118
r2gk/4p/sr2G/P3B/KBS[] w,-98
r2gk/4B/sr2G/P3B/K1S[P] b,105
r2gk/3Gp/sr3/P3B/KBS[] b,-118
r3k/1sg1p/1r2G/P3B/KBS[] w,-98
r3k/1sg1p/1r2G/P1B1B/K1S[] b,-112
r3k/1sg1p/1r2G/P1S1B/KB[] b,-118
r2gk/1s2p/1r2G/P2S1/KB1B[] b,-118
1r1gk/1s2p/1r2G/P2S1/KB1B[] w,-86
1r1gk/1s2p/1r1BG/P2S1/K2B[] b,-100
1r1gk/1s2p/1r1SG/P4/KB1B[] b,-106
r2gk/4p/sr2G/P2S1/KB1B[] w,-98
r2gk/4p/sr2G/P4/KB1BS[] b,-118
r2gk/4p/sB2G/P2S1/KB[R] b,366
2sgk/4p/r2G1/P4/KBSB[r] w,390
2sgk/4p/r2G1/PS3/KB1B[r] b,370
2sgk/r3p/3G1/PS3/KB1B[r] w,392
2sgk/r3p/3G1/PSB2/KB[r] b,378
2sgk/r4/3Gp/PSB2/KB[r] w,387
2sgk/r2G1/4p/PSB2/KB[r] b,367
2sgk/r1G2/4p/PSB2/KB[r] b,367
2sgk/r3p/3G1/PSB1r/KB[] w,-74
2sgk/r3G/5/PSB1r/KB[P] b,129
2sgk/r3p/3G1/PS2r/KB1B[] b,-100
2sgk/r3p/2G2/PS3/KB1B[r] b,372
2sgk/r4/2G1p/PS3/KB1B[r] w,381
2sgk/r3B/2G1p/PS3/K2B[r] b,361
2sgk/r4/2G1p/PSB2/KB[r] b,367
2s1k/r2gp/2G2/PS3/KB1B[r] w,392
2s1k/r1Ggp/5/PS3/KB1B[r] b,372
2s1k/r2gp/2G2/PSB2/K2B[r] b,378
2s1k/3gp/r2G1/PS3/KB1B[r] w,390
2s1k/B2gp/r2G1/PS3/KB[r] b,370
4k/B1sgp/r2G1/PS3/KB[r] w,390
4k/B1sgp/P2G1/1S3/KB[Rr] b,853
4k/B1sgp/r1SG1/P4/KB[r] b,370
2s1k/B2gp/r2G1/PS3/KB2r[] w,-96
2s1k/B2gp/r4/PS1G1/KB2r[] b,-116
2s1k/B2gG/r4/PS3/KB2r[P] b,107
2s1k/3gG/r4/PS3/KB1B[Pr] b,593
2sgk/4p/r2G1/PK3/1BSB[r] b,375
2s1k/2g1p/r2G1/PK3/1BSB[r] w,395
2s1k/2g1G/r4/PK3/1BSB[Pr] b,598
2sgk/1r2p/r2G1/PK3/1BSB[] w,-79
1rsgk/4p/1R3/PSG2/K2B[B] b,424
1r1gk/3sp/1R3/PSG2/K2B[B] w,444
1r1gk/3sp/1R1B1/PSG2/K2B[] b,856
1rg1k/3sp/1R1B1/PSG2/K2B[] w,876
1rg1k/3sB/1R3/PSG2/K2B[P] b,1073
2g1k/1r1sB/1R3/PSG2/K2B[P] w,1089
2g1k/1r1sB/1R1G1/PS3/K2B[P] b,1069
1g2k/1r1sB/1R1G1/PS3/K2B[P] w,1089
1g2k/1r1sB/1R1G1/PS1P1/K2B[] b,1052
1g2k/1r1sB/1R1G1/PS3/K2BP[] b,1044
2g1k/1r2B/1R1Gs/PS3/K2B[P] w,1089
2g+Bk/1r3/1R1Gs/PS3/K2B[P] b,1363
2g1k/1r2B/1RSGs/P4/K2B[P] b,1069
2g1k/1r1sB/1R3/PSG2/1K1B[P] b,1073
3gk/1r1sB/1R3/PSG2/1K1B[P] w,1093
3gk/1r1sB/1R3/PSG2/1K1BP[] b,1048
3gk/1r1sB/1RG2/PS3/1K1B[P] b,1073
2g1k/3sB/1r3/PSG2/1K1B[Pr] w,611
2g1k/3sB/1r3/PSG1B/1K[Pr] b,591
2g1k/3sB/1r1P1/PSG2/1K1B[r] b,585
2g1k/3sB/1r3/PSG2/K2B[Pr] w,607
2g1k/3sB/Pr3/1SG2/K2B[Pr] b,598
2g1k/2rsB/Pr3/1SG2/K2B[P] w,140
2g1k/2rsB/Pr3/1S3/K1GB[P] b,120
2g+Bk/2rs1/Pr3/1SG2/K2B[P] b,414
1rg1k/3sB/Pr3/1SG2/K2B[P] w,148
1rg1k/3sB/Pr2P/1SG2/K2B[] b,122
1rg1k/3sB/PS3/2G2/K2B[PR] b,606
2g1k/3sB/1rP2/PSG2/K2B[r] b,577
2g1k/4B/1rs2/PSG2/K2B[pr] w,367
2g1k/4B/1rs2/PSG1B/K[pr] b,347
2g1k/4B/1rs2/PSG2/1K1B[pr] b,351
2grk/3sB/1rP2/PSG2/K2B[] w,127
2grk/3s1/1rPB1/PSG2/K2B[] b,113
2grk/3sB/1rP2/PSG2/1K1B[] b,111
1rg1k/1R1sp/3B1/PSG2/K2B[] b,854
1rg1k/1R2p/3Bs/PSG2/K2B[] w,874
1+Bg1k/1R2p/4s/PSG2/K2B[R] b,1612
1+Bg1k/1R1sp/5/PSG2/K2B[R] w,1632
2g1k/1R1sp/3+B1/PSG2/K2B[R] b,1618
1+Bg1k/3Rp/5/PSG2/K2B[SR] b,2607
1+Bg1k/1R2p/5/PSGs1/K2B[R] w,1632
1+Bg1k/1R2p/5/PS1s1/K1GB[R] b,1612
1+BgRk/1R2p/5/PSGs1/K2B[] b,2086
1rg1k/1R2p/P2Bs/1SG2/K2B[] b,865
2g1k/1r2p/P2Bs/1SG2/K2B[r] w,405
2g1k/1r2p/PS1Bs/2G2/K2B[r] b,385
1Bg1k/1r2p/P3s/1SG2/K2B[r] b,379
1rg1k/1R2p/P2B1/1SGs1/K2B[] w,885
1rg1k/1R2p/PS1B1/2Gs1/K2B[] b,865
1rg1k/1R2p/PG1B1/1S1s1/K2B[] b,865
1r1gk/1R1sp/3B1/PSG2/K2B[] w,874
1r1gk/3sp/1R1B1/PSG2/K2B[] b,856
1rg1k/3sp/1R1B1/PSG2/K2B[] w,876
1rg1k/1R1sp/3B1/PSG2/K2B[] b,854
1rg1k/3sp/1R3/PSG1B/K2B[] b,850
r2gk/3sp/1R1B1/PSG2/K2B[] w,864
r+B1gk/3sp/1R3/PSG2/K2B[] b,1132
r2gk/3sp/2RB1/PSG2/K2B[] b,856
1r1gk/1R1sp/S2B1/P1G2/K2B[] b,854
1r1gk/1R2p/S2Bs/P1G2/K2B[] w,874
1+R1gk/4p/S2Bs/P1G2/K2B[R] b,1612
1r1gk/1R2p/S2Bs/P2G1/K2B[] b,854
2rgk/1R1sp/S2B1/P1G2/K2B[] w,872
2rgk/1R1sp/S2B1/PG3/K2B[] b,852
1+Rrgk/3sp/S2B1/P1G2/K2B[] b,1140
1r1gk/4p/1RsB1/PSG2/K2B[] w,876
1r1gk/4p/1RsB1/PS3/K1GB[] b,856
1r1gk/1s2p/1R1B1/PS3/K1GB[] w,876
1B1gk/1s2p/1R3/PS3/K1GB[R] b,1320
1B1gk/4p/1Rs2/PS3/K1GB[R] w,1340
1B1gk/R3p/1Rs2/PS3/K1GB[] b,1792
1B1gk/4p/1Rs2/PSG2/K2B[R] b,1320
1Bg1k/1s2p/1R3/PS3/K1GB[R] w,1340
1Bg1k/1s2p/R4/PS3/K1GB[R] b,1314
1Bg1k/1s1Rp/1R3/PS3/K1GB[] b,1796
1r1gk/1s2p/1R1B1/PS3/KG1B[] b,856
1r1gk/4p/sR1B1/PS3/KG1B[] w,876
1r1gk/4p/sR1B1/PSB2/KG[] b,862
1r1gk/4p/sR1B1/PS3/K1GB[] b,856
1r2k/1sg1p/1R1B1/PS3/KG1B[] w,876
1r2k/1sg1p/2RB1/PS3/KG1B[] b,868
1r2k/1sg1p/R2B1/PS3/KG1B[] b,850
2rgk/4p/1RsB1/PS3/K1GB[] w,874
2rgk/4p/1Rs2/PS2B/K1GB[] b,848
3gk/2r1p/1Rs2/PS2B/K1GB[] w,862
3gk/2r1p/1Rs2/PSG1B/K2B[] b,842
1+R1gk/2r1p/2s2/PS2B/K1GB[] b,1128
2r1k/3gp/1Rs2/PS2B/K1GB[] w,868
1Rr1k/3gp/2s2/PS2B/K1GB[] b,844
1+Br1k/3gp/1Rs2/PS3/K1GB[] b,1142
2rgk/1R2p/2sB1/PS3/K1GB[] b,852
1r1gk/1R2p/2sB1/PS3/K1GB[] w,874
1r1gk/1R2p/2sB1/PS2B/K1G[] b,854
1r1gk/1R2p/P1sB1/1S3/K1GB[] b,865
2rgk/1R2p/3B1/PSs2/K1GB[] w,872
2rgk/1R2p/3B1/PSs2/KG1B[] b,852
2rgk/1R2p/5/PSB2/K1GB[S] b,1847
1B1gk/4p/1Rs2/PSG2/K2B[R] b,1320
1Bg1k/4p/1Rs2/PSG2/K2B[R] w,1340
1Bg1k/3Rp/1Rs2/PSG2/K2B[] b,1796
1B2k/2gRp/1Rs2/PSG2/K2B[] w,1816
1B2k/2gRp/1Rs2/PS3/K1GB[] b,1796
4k/B1gRp/1Rs2/PSG2/K2B[] b,1796
1B2k/3gp/1Rs2/PSG2/K2B[r] w,1340
1B2k/3gp/1Rs2/PS3/K1GB[r] b,1320
1B2k/3gp/2R2/PSG2/K2B[Sr] b,2327
1Bg1k/4p/1Rs2/PS1G1/K2B[R] b,1320
1Bg1k/5/1Rs1p/PS1G1/K2B[R] w,1329
1Bg1k/5/PRs1p/1S1G1/K2B[R] b,1320
1Bg1k/5/1Rs1p/PS1GB/K[R] b,1309
1Bg1k/4p/1R3/PS1s1/K2B[Rg] w,622
2g1k/2+B1p/1R3/PS1s1/K2B[Rg] b,902
1Bg1k/4p/1R3/PS1sR/K2B[g] b,1072
1B2k/3gp/1Rs2/PSG2/K2B[R] w,1340
1B2k/3gp/1Rs1R/PSG2/K2B[] b,1792
1B2k/1s1gp/1R2R/PSG2/K2B[] w,1812
4k/1s+Bgp/1R2R/PSG2/K2B[] b,2092
1B2k/1s1gp/2R1R/PSG2/K2B[] b,1804
1B1k1/3gp/1Rs1R/PSG2/K2B[] w,1808
3k1/2Bgp/1Rs1R/PSG2/K2B[] b,1794
1B1k1/3gR/1Rs2/PSG2/K2B[P] b,2011
1B2k/3gp/1RsR1/PSG2/K2B[] b,1798
1B1k1/3gp/1RsR1/PSG2/K2B[] w,1814
3k1/2+Bgp/1RsR1/PSG2/K2B[] b,2094
3k1/2Bgp/1RsR1/PSG2/K2B[] b,1800
1B2k/3g1/1RsRp/PSG2/K2B[] w,1807
1B2k/3g1/1RsRp/PSG2/1K1B[] b,1791
1B2k/1R1g1/2sRp/PSG2/K2B[] b,1785
1r1gk/3sp/1R3/PSG2/K2BB[] b,851
3gk/1r1sp/1R3/PSG2/K2BB[] w,867
3gk/1r1sp/4R/PSG2/K2BB[] b,841
3gk/1r2p/3sR/PSG2/K2BB[] w,861
3gk/1r2R/3s1/PSG2/K2BB[P] b,1064
3gk/1r2p/3R1/PSG2/K2BB[S] b,1842
3gk/r3p/3R1/PSG2/K2BB[S] w,1866
3gk/r3p/2R2/PSG2/K2BB[S] b,1858
3gk/r3p/3R1/PSG2/K1SBB[] b,1451
4k/1rg1p/3R1/PSG2/K2BB[S] w,1862
4k/1Bg1p/3R1/PSG2/K2B[SR] b,2320
4k/1rg1p/3R1/PSG2/1K1BB[S] b,1846
3gk/1r1s1/4p/PSG2/K2BB[r] w,378
3gk/1r1s1/4p/PSGB1/K2B[r] b,362
3gk/1r1s1/4p/PSGB1/K2Br[] w,-104
3gk/1r1s1/2S1p/P1GB1/K2Br[] b,-124
3gk/1r3/3sp/PSGB1/K2B[r] w,382
3gk/1r3/2Ssp/P1GB1/K2B[r] b,362
3gk/1r3/P2sp/1SGB1/K2B[r] b,373
3gk/1r1s1/4p/PS1G1/K2BB[r] b,358
3gk/1r1s1/4p/PSrG1/K2BB[] w,-102
3gk/1r1s1/2S1p/P1rG1/K2BB[] b,-122
3gk/1r1s1/3Gp/PSr2/K2BB[] b,-122
3gk/1r1s1/4p/PS1Gr/K2BB[] w,-94
3gk/1r1s1/1B2p/PS1Gr/K3B[] b,-108
3gk/1r1s1/4p/PS2G/K2BB[R] b,358
3gk/1R1sp/5/PSG2/K2BB[R] b,1319
3gk/1R2p/2s2/PSG2/K2BB[R] w,1339
3gk/1R2p/2G2/PS3/K2BB[SR] b,2314
4k/1R1gp/2G2/PS3/K2BB[SR] w,2334
4k/1R1gp/2G2/PS2B/K3B[SR] b,2314
1R2k/1R1gp/2G2/PS3/K2BB[S] b,2788
3gk/1R3/2G1p/PS3/K2BB[SR] w,2323
3gk/1R3/2G1p/P4/K1SBB[SR] b,2303
3gk/1R3/2G1p/PS1S1/K2BB[R] b,1908
3gk/4R/2s2/PSG2/K2BB[PR] b,1538
2g1k/1R1sp/5/PSG2/K2BB[R] w,1339
2g1k/2Rsp/5/PSG2/K2BB[R] b,1323
2g1k/2Rs1/4p/PSG2/K2BB[R] w,1332
2g1k/2Rs1/2R1p/PSG2/K2BB[] b,1802
+B1g1k/2Rs1/4p/PSG2/K2B[R] b,1606
3gk/2Rsp/5/PSG2/K2BB[R] w,1343
3gk/2Rsp/5/P1G2/K1SBB[R] b,1323
3gk/1R1sp/5/PSG2/K2BB[R] b,1319
2g1k/1R1sp/P4/1SG2/K2BB[R] b,1330
4k/1g1sp/P4/1SG2/K2BB[Rr] w,874
3Rk/1g1sp/P4/1SG2/K2BB[r] b,1328
4k/1g1sp/P4/1SG2/1K1BB[Rr] b,858
1g2k/1R1sp/P4/1SG2/K2BB[R] w,1350
1g2k/1R1sp/P1G2/1S3/K2BB[R] b,1330
1g2k/1R1sp/P4/1SGR1/K2BB[] b,1804
1rg1k/3sp/1R3/PSG2/K2BB[] w,871
1rg1k/3sp/4R/PSG2/K2BB[] b,845
r1g1k/3sp/4R/PSG2/K2BB[] w,853
+B1g1k/3sp/4R/PSG2/K2B[R] b,1609
+B1g1k/4p/2s1R/PSG2/K2B[R] w,1629
+B1g1k/3Rp/2s1R/PSG2/K2B[] b,2085
+B1g1k/4p/2s2/PSG2/K2BR[R] b,1619
+B3k/1g1sp/4R/PSG2/K2B[R] w,1629
+B3k/1g1sp/1R3/PSG2/K2B[R] b,1615
+B3k/1g1sp/4R/PSG2/KR1B[] b,2079
r1g1k/3sp/4R/PSG1B/K3B[] b,833
r1g1k/3s1/4p/PSG1B/K3B[r] w,370
r1g1k/3s1/3Bp/PSG2/K3B[r] b,356
rBg1k/3s1/4p/PSG2/K3B[r] b,350
2g1k/r2sp/4R/PSG1B/K3B[] w,865
2g1k/r2sp/1R3/PSG1B/K3B[] b,851
2g1k/r2sp/2R2/PSG1B/K3B[] b,863
1rg1k/3s1/4p/PSG2/K2BB[r] w,382
1rg1k/3s1/4p/P1G2/K1SBB[r] b,362
1rg1k/r2s1/4p/P1G2/K1SBB[] w,-88
1rg1k/r2s1/4p/P1G1B/K1S1B[] b,-108
1rg1k/rB1s1/4p/P1G2/K1SB[] b,-104
2g1k/3s1/4p/P1G2/K+rSBB[r] w,88
1rg1k/3s1/1G2p/PS3/K2BB[r] b,362
1rg1k/5/1Gs1p/PS3/K2BB[r] w,382
1rg1k/5/1Gs1p/PS2B/K3B[r] b,362
1rg1k/5/G1s1p/PS3/K2BB[r] b,362
1rg1k/1r1s1/1G2p/PS3/K2BB[] w,-92
1rg1k/1r1s1/1G2p/PS3/1K1BB[] b,-108
1rg1k/1G1s1/4p/PS3/K2BB[R] b,362
1Rg1k/3sp/5/PSG2/K2BB[R] b,1317
1Rg1k/4p/2s2/PSG2/K2BB[R] w,1337
1Rg1k/4p/R1s2/PSG2/K2BB[] b,1789
1Rgk1/4p/R1s2/PSG2/K2BB[] w,1805
+R1gk1/4p/R1s2/PSG2/K2BB[] b,2087
2gk1/4p/R+Rs2/PSG2/K2BB[] b,2079
1Rg1k/3sp/R4/PSG2/K2BB[] w,1809
1Rg1k/R2sp/5/PSG2/K2BB[] b,1789
1Rg1k/3sp/R4/PSG1B/K3B[] b,1789
1Rg1k/4p/2s1R/PSG2/K2BB[] b,1789
1Rg2/3kp/2s1R/PSG2/K2BB[] w,1804
1Rg2/3kp/2s1R/PSG1B/K3B[] b,1784
1Rg2/3kp/S1s1R/P1G2/K2BB[] b,1784
1Rg1k/5/2s1p/PSG2/K2BB[r] w,1326
+R1g1k/5/2s1p/PSG2/K2BB[r] b,1608
1Rg1k/5/1Ss1p/P1G2/K2BB[r] b,1306
1rsgk/5/1R2p/PSG2/K2B[B] w,433
1rsgk/2B2/1R2p/PSG2/K2B[] b,845
1r1gk/1sB2/1R2p/PSG2/K2B[] w,865
1r1gk/1sB2/1R2p/P1G2/K1SB[] b,845
1r2k/1sBg1/1R2p/P1G2/K1SB[] w,865
1+B2k/1s1g1/1R2p/P1G2/K1SB[R] b,1603
1+B2k/1sg2/1R2p/P1G2/K1SB[R] w,1623
1+B2k/1sg2/1R2p/PSG2/K2B[R] b,1603
1+B2k/1sgR1/1R2p/P1G2/K1SB[] b,2079
1+B2k/1s2g/1R2p/P1G2/K1SB[R] w,1623
1+B2k/1s2g/1R2p/P1GS1/K2B[R] b,1603
1+B2k/1s2g/PR2p/2G2/K1SB[R] b,1614
1r1+Bk/1s1g1/1R2p/P1G2/K1SB[] b,1133
3rk/1s1g1/1R2p/P1G2/K1SB[b] w,433
3rk/1s1g1/3Rp/P1G2/K1SB[b] b,413
3rk/1R1g1/4p/P1G2/K1SB[Sb] b,1406
1r1g1/1sB1k/1R2p/P1G2/K1SB[] w,861
1r1+B1/1s2k/1R2p/P1G2/K1SB[G] b,1847
1r1g1/1sB1k/PR2p/2G2/K1SB[] b,852
1r1g1/2B1k/sR2p/2G2/K1SB[p] w,638
1R1g1/2B1k/s3p/2G2/K1SB[Rp] b,1084
1r1g1/4k/sR1Bp/2G2/K1SB[p] b,618
1r1gk/1s3/1R2p/PSG1B/K2B[] b,839
1r2k/1s2g/1R2p/PSG1B/K2B[] w,859
1r2k/1s2g/SR2p/P1G1B/K2B[] b,839
1r2k/1s3/SR1gp/P1G1B/K2B[] w,859
1r2k/1s3/1R1gp/PSG1B/K2B[] b,839
1r2k/1s3/SR1Bp/P1G2/K2B[G] b,1563
1r2k/4g/Ss2p/P1G1B/K2B[r] w,381
1r2k/4g/Ss2p/P2GB/K2B[r] b,361
1B2k/4g/Ss2p/P1G2/K2B[Rr] b,831
1r2k/1s2g/1R2p/PS1GB/K2B[] b,839
1r2k/1s2g/1R3/PS1Gp/K2B[b] w,407
1r2k/1s2g/1R3/P2Gp/K1SB[b] b,387
1r2k/1R2g/5/PS1Gp/K2B[Sb] b,1380
1r2k/4g/1Rs1p/PS1GB/K2B[] w,859
1r2k/4g/1RsBp/PS1G1/K2B[] b,845
1r2k/4g/PRs1p/1S1GB/K2B[] b,850
1r1gk/5/1s2p/PSG1B/K2B[r] w,381
1B1gk/5/1s2p/PSG2/K2B[Rr] b,831
1B1gk/s4/4p/PSG2/K2B[Rr] w,851
1B1gk/s4/4p/PSGR1/K2B[r] b,1305
3gk/s4/4p/PSG1+B/K2B[Rr] b,1125
1B1gk/r4/1s2p/PSG2/K2B[R] w,381
1B1gk/r4/1s2p/PS3/K1GB[R] b,361
1B1gk/r4/1s2p/PSG2/KR1B[] b,831
1r1gk/5/1G2p/PS2B/K2B[Sr] b,1356
3gk/1r3/1G2p/PS2B/K2B[Sr] w,1372
3gk/1r3/1GS1p/PS2B/K2B[r] b,957
3gk/1r3/2G1p/PS2B/K2B[Sr] b,1352
1r1gk/5/1G2p/PSr1B/K2B[S] w,896
1r1gk/5/1G2p/PSr1B/K2BS[] b,481
1r1gk/5/1G1Sp/PSr1B/K2B[] b,481
1rs1k/2g2/1R2p/PSG2/K2B[b] w,433
1rs1k/2g2/R3p/PSG2/K2B[b] b,407
1rs1k/5/R2gp/PSG2/K2B[b] w,427
1rs1k/5/R2gp/PSG2/1K1B[b] b,411
r1s1k/5/R2gp/PSG2/1K1B[b] w,419
r1s1k/5/R2gp/PS1G1/1K1B[b] b,399
r1s1k/5/R2gp/PSG1B/1K[b] b,399
1rs1k/5/R2g1/PSG1p/1K1B[b] w,405
+Rrs1k/5/3gp/PSG2/K2B[b] b,711
+Rrs2/3k1/3gp/PSG2/K2B[b] w,726
+Rrs2/3k1/3Gp/PS3/K2B[Gb] b,1424
+Rrs2/3k1/2Ggp/PS3/K2B[b] b,706
+Rrs1k/5/1b1gp/PSG2/K2B[] w,299
+Rrs1k/5/1bGgp/PS3/K2B[] b,279
1rs1k/+R4/1b1gp/PSG2/K2B[] b,265
1rs1k/2g1b/R3p/PSG2/K2B[] w,1
1rs1k/2g1b/4R/PSG2/K2B[P] b,215
r1s1k/2g1b/4R/PSG2/K2B[P] w,223
r1s1k/2g1b/4R/PSG1P/K2B[] b,186
r1s1k/2g1b/4R/P1G2/K1SB[P] b,203
1rs1k/2g1b/3Rp/PSG2/K2B[] b,-13
1rs1k/3gb/3Rp/PSG2/K2B[] w,7
1rs1k/3gb/1R2p/PSG2/K2B[] b,-13
1rs1k/3gb/3Rp/PSG1B/K[] b,-13
1r2k/2gsb/3Rp/PSG2/K2B[] w,7
1r2k/2gsb/3Rp/P1G2/K1SB[] b,-13
1r2k/2gsb/4R/PSG2/K2B[P] b,215
1rs1k/2g2/1R2p/PS3/K1GB[b] b,413
1rs1k/5/1g2p/PS3/K1GB[rb] w,-45
1rs1k/5/1gS1p/P4/K1GB[rb] b,-65
1rs1k/5/rgS1p/P4/K1GB[b] w,-517
1rs1k/5/rgS1p/P1B2/K1G[b] b,-531
1rsk1/5/1gS1p/P4/K1GB[rb] w,-49
1rsk1/5/PgS1p/5/K1GB[rb] b,-58
1rsk1/5/1gS1p/P2G1/K2B[rb] b,-69
1rs1k/5/1B2p/PS3/K1G[Grb] b,659
1rsbk/5/1B2p/PS3/K1G[Gr] w,253
1rsbk/5/4p/PS3/K1GB[Gr] b,227
1rsbk/5/SB2p/P4/K1G[Gr] b,233
1rs1k/5/1Br1p/PS3/K1G[Gb] w,189
1rs1k/5/2r1p/PS3/K1GB[Gb] b,163
1rs1k/5/1Br1p/PS3/K1GG[b] b,157
1rs1k/2g2/1R2p/PS3/KbGB[] w,7
1+Rs1k/2g2/4p/PS3/KbGB[R] b,743
1+Rs1k/3g1/4p/PS3/KbGB[R] w,763
1+Rs1k/3g1/4p/PS3/KbGBR[] b,1225
1+Rs1k/3g1/4p/PSR2/KbGB[] b,1221
1+Rsk1/2g2/4p/PS3/KbGB[R] w,759
1+Rsk1/2g2/S3p/P4/KbGB[R] b,739
1+Rsk1/2g2/1B2p/PS3/KbG[R] b,745
1rs1k/2g2/R3p/PS3/KbGB[] b,-19
1rs1k/2g2/R4/PS2p/KbGB[] w,-25
1rs1k/2g2/3R1/PS2p/KbGB[] b,-39
1rs1k/2g2/1R3/PS2p/KbGB[] b,-39
1rs1k/2g2/R2+bp/PS3/K1GB[] w,-299
1rs1k/2g2/R2+bp/PS2B/K1G[] b,-319
1rsgk/5/1R2p/PSG2/K1BB[] b,841
r1sgk/5/1R2p/PSG2/K1BB[] w,849
r1sgk/5/1R2B/PSG2/K2B[P] b,1063
1rsgk/5/1R2B/PSG2/K2B[P] w,1095
1rsgk/5/1R2B/PSG1B/K[P] b,1075
r1sgk/5/1R2B/PSG1B/K[P] w,1083
r1sgk/3P1/1R2B/PSG1B/K[] b,1083
r+Bsgk/5/1R2B/PSG2/K[P] b,1357
1rsgk/5/1R2B/PS3/K1GB[P] b,1075
r1sgk/5/1R2B/PS3/K1GB[P] w,1083
r1sgk/5/1R2B/PS2B/K1G[P] b,1063
r1sgk/5/2R1B/PS3/K1GB[P] b,1075
1rs1k/3g1/1R2B/PS3/K1GB[P] w,1095
1rs1k/3g1/1R2B/PS1G1/K2B[P] b,1075
1rs1k/3g1/1R2B/PS3/KG1B[P] b,1075
r2gk/2s2/1R2B/PSG2/K2B[P] w,1083
r1Bgk/2s2/1R3/PSG2/K2B[P] b,1063
r1g1k/2s2/1R3/PSG2/K2B[Pb] w,655
rRg1k/2s2/5/PSG2/K2B[Pb] b,631
r1g1k/2s2/1R3/PSG1B/K[Pb] b,635
2Bgk/2s2/rR3/PSG2/K2B[P] w,1093
2Bgk/2s2/SR3/P1G2/K2B[PR] b,1545
3gk/2s2/rR2+B/PSG2/K2B[P] b,1367
